asli;olah;target
"KJRI Sebut Barcode Vaksin Covid-19 Indonesia Tak Terbaca Di Sistem Arab Saudi https://t.co/XJKXOMWU8e 

Nasdem
Terc… https://t.co/tfLF88zfe9";"KJRI Sebut Barcode Vaksin Covid-19 Indonesia Tak Terbaca Di Sistem Arab Saudi https://baperanews.com/kjri-sebut-barcode-vaksin-covid-19-indonesia-tak-terbaca-di-sistem-arab-saudi 

Nasdem
Tercapai Herd Immunity
#JokowiMampuKendalikanPandemi
#RCTIPlusAdaGame
#1010ShopeeITZY
Jesslyn
KEK Mandalika
Firda
Tawar
Tuips";negative
Saya sudah vaksin;;negative
iiiii samaaa , w hari ini juga vaksin pertama :) https://t.co/mPvxmxu3UZ;"210922 #YANGYANG 🧼

- i’ve done my first dose of the vaccine ~~

- my arm feels sore hahahahaha sleep";negative
"@WAYTOTHEClTY wah sama aku jg tadi vaksin tp dosis kedua, selamat istirahatttttt &lt;3";;neutral
"Indonesia Kembali Terima Vaksin Covid-19 Sebanyak 5,2 Juta Dosis https://t.co/gNuGC9V9wy 

JokowiMampuKendalikanPan… https://t.co/JO5idxJLat";"Indonesia Kembali Terima Vaksin Covid-19 Sebanyak 5,2 Juta Dosis https://baperanews.com/indonesia-kembali-terima-vaksin-covid-19-sebanyak-52-juta-dosis 

JokowiMampuKendalikanPandemi
NgopiDaring BelaNegara
Ayu Azhari
Anies
#UN1TY
Lesti Kejora
VOUCHER PUNYAKU
Nidji
Berkorban
box misterius
";neutral
"Giat Pawas beserta piket fungsi laksanakan Patroli vaksin covid -19 di Puskesmas Bt.Kuis.
https://t.co/fORFmjgIhF";Giat Pawas beserta piket fungsi laksanakan Patroli vaksin covid -19 di Puskesmas Bt.Kuis.;negative
@nanazzzhh iyadong, hbu? udah vaksin?;;positive
@WAYTOTHEClTY ih samaan aku jg abis vaksin kiw kiw;;negative
@habromanla Vaksin kedua kamu kapan?;;positive
@umanpanji @PartaiSocmed sebelumnya kakak udah vaksin terlebih dahulu atau belum kak?;;negative
AKU VAKSIN BESOK SIAL;;neutral
Tadi pas vaksin dapet beras perorang 5kg, kebetulan aku bareng sama ayahku jadi dapet 10kg 🙏;;negative
Yeay hari jumaat dapat vaksin 😔👍🏻;;positive
"22 september 2021 
Akhirnyaaa orang biasa sepertiku dapet vaksin juga 🥺";;neutral
Ya allah ngantuk banget efek vaksin tapi masih ada jadwal jam 4 sampe maghrib, kirain gak ada kelas tadi siang huft… https://t.co/IiaEzMRXqm;Ya allah ngantuk banget efek vaksin tapi masih ada jadwal jam 4 sampe maghrib, kirain gak ada kelas tadi siang huft i should low mg expectation:));positive
"Indonesia Kembali Terima Vaksin Covid-19 Sebanyak 5,2 Juta Dosis https://t.co/gNuGC9V9wy 

Nasdem
Tercapai Herd Imm… https://t.co/TyYeqrzD5r";"Indonesia Kembali Terima Vaksin Covid-19 Sebanyak 5,2 Juta Dosis https://baperanews.com/indonesia-kembali-terima-vaksin-covid-19-sebanyak-52-juta-dosis 

Nasdem
Tercapai Herd Immunity
#JokowiMampuKendalikanPandemi
#RCTIPlusAdaGame
#1010ShopeeITZY
Jesslyn
KEK Mandalika
Firda
Tawar
Tuips";negative
@SIWSEAWEED Iyah nakes udah pda suntik moderna, berati bisa ya logikanya.. tapi knp klo suntik kedua psti ditanya vaksin pertamanya apa..;;neutral
@SmgMenfess2 mlebu mall kan nggo sertif vaksin, kecuali dirimu iso ngilang langsung ng xxi;;positive
@WAYTOTHEClTY IH KOK SAMA BARU VAKSIN;;positive
tk nk vaksin kat rembau la , faham tak;;neutral
Vaksin untuk tanaman https://t.co/EluBBYiL4D;Vaksin untuk tanaman;negative
@katzen_jammer sepertinya sdh dari jaman nabi adam belum turun ke bumi para kopidiot udah menjelaskan aneka penelit… https://t.co/V0CsV1sMBs;"sepertinya sdh dari jaman nabi adam belum turun ke bumi para kopidiot udah menjelaskan aneka penelitan ttg tidak perlunya vaksin kopid pada anak ya mba...
tapi mereka provax pada bebal";positive
@liputan6dotcom Sdh vaksin  masih hrs pake masker,, masih ga bebas bepergian,, apa ini vaksinnya ga manjur ato gmn?;;positive
"Jadual suntikan vaksin COVID-19 pelajar di Kelantan bagi daerah Pasir Mas dan Bachok.

(Secara umumnya telah diatur… https://t.co/C9cI99Dfq2";"Jadual suntikan vaksin COVID-19 pelajar di Kelantan bagi daerah Pasir Mas dan Bachok.

(Secara umumnya telah diaturkan oleh pihak sekolah, tapi mungkin ada ibu bapa atau penjaga yang tidak cakna.)

@twt_kelantan
 
@NegeriKelantan
 
@kelategomo_";positive
@DongMin_ie benerr keluargaku ttp ada yg kena juga biarin udah full dose, vaksin bukan mencegah semuanya emang, tp… https://t.co/UaS9i7Gjtz;benerr keluargaku ttp ada yg kena juga biarin udah full dose, vaksin bukan mencegah semuanya emang, tp mencegah biar efeknya ga separah itu, at least menghindari angka kematian juga;positive
Israel antara negara yang 100 peratus guna vaksin PFIZER dan hampir kesemua rakyatnya dah lengkapkan 2 dos. Tapi ke… https://t.co/4Xv9eFupeX;"Israel antara negara yang 100 peratus guna vaksin PFIZER dan hampir kesemua rakyatnya dah lengkapkan 2 dos. Tapi kes baru Covid tetiba MENINGKAT drastik. Malah jauh lebih tinggi dari sebelum program vaksinasi. Sesuatu untuk cerdik pandai di KKM renungkan.

Cc: Mohd Hanizam Yunos";neutral
@SmgMenfess2 wis buka, tapi kudu nunjukke sertifikat vaksin ng gerbang e;;positive
BEKS MAU NANYA DONG. adek aku baru 17 ya nah pengen vaksin harus nunjukin KTP. emang kalo bikin KTP harus ada surat… https://t.co/ETnPPAI3yN;BEKS MAU NANYA DONG. adek aku baru 17 ya nah pengen vaksin harus nunjukin KTP. emang kalo bikin KTP harus ada surat vaksin? jadi gimana si vaksin dulu apa bikin KTP dulu? makasee;negative
Xxi harus vaksin ke 2 gak sie;;negative
@_tweetfeb Selamat sore, bagi calon pengguna jasa KRL saat ini wajib menunjukkan sertifikat vaksin baik dalam bentu… https://t.co/smV0Hve7YS;Selamat sore, bagi calon pengguna jasa KRL saat ini wajib menunjukkan sertifikat vaksin baik dalam bentuk fisik maupun digital, atau sebagai alternatif cukup melakukan scan barcode melalui aplikasi PeduliLindungi. Terima kasih.;neutral
@KFCmalaysia Helo kfc, utk kfc vaksin promo.. Self-collect tu kne ambil kat drive-thru restaurant shj ke? Boleh tak… https://t.co/9JjKFGdA2i;Helo kfc, utk kfc vaksin promo.. Self-collect tu kne ambil kat drive-thru restaurant shj ke? Boleh tak walk-in dan redeem baucer kt restaurant berdekatan?;negative
Sejauh ini, booster vaksin Covid-19 diprioritaskan bagi pengidap kelainan imunitas. https://t.co/cxBmNlooxC;;positive
"udah 5 jam lebih setelah vaksin moderna, dan masih baik2 aja ... 
jangan2 vaksinnya ga dimasukin😶😶";;positive
g tau keren aja gitu gw udah vaksin kopit lebih dulu;;neutral
@schfess Vaksin dulu aja;;neutral
"Vaksin memang gratis, ngopi yang masih bayar. Kabar baiknya ada alasan untuk nongkrong di Ayani Mall!

#bungken… https://t.co/UQ4HmOscWF";"Vaksin memang gratis, ngopi yang masih bayar. Kabar baiknya ada alasan untuk nongkrong di Ayani Mall!

#bungken
#damungzamannow";neutral
Antara yang terawal di negara ini melengkapkan suntikan berkenaan. https://t.co/e7ecOYUFs8;;positive
@WAYTOTHEClTY mereka klo vaksin varian apa? sama kaya disini juga?;;positive
@bicaraboxoffice Iya sih. Tp baiknya sih pengunjung yg ga bener2 fit tahan diri dlu buat ga ke bioskop, walau uda d… https://t.co/e3tjkdq6Td;Iya sih. Tp baiknya sih pengunjung yg ga bener2 fit tahan diri dlu buat ga ke bioskop, walau uda di vaksin, ya demi kebaikan bersama juga kan. Kalo sampe ditutup lagi kita juga yg rugi ga bs nonton film2 bagus lagi di bioskop.;positive
lol my fyp penuh dengan budak kgv ambik vaksin harini shskshsk dah ambik ke @svkjk_;;positive
KIPI Jawa Barat mengungkap hasil investigasi di balik kematian siswa SMK Ciamis usai disuntik vaksin COVID-19. Apa… https://t.co/QHoFIr8btj;KIPI Jawa Barat mengungkap hasil investigasi di balik kematian siswa SMK Ciamis usai disuntik vaksin COVID-19. Apa hasilnya?;neutral
@moviemenfes Harus vaksin ke2?;;negative
@WAYTOTHEClTY yeayyyy bestie q udh vaksin;;neutral
Saat ini, persyaratan untuk masuk ke Indonesia dari luar negeri adalah sudah divaksin penuh, menjalani PCR sebanyak… https://t.co/BRRMASfx2K;Saat ini, persyaratan untuk masuk ke Indonesia dari luar negeri adalah sudah divaksin penuh, menjalani PCR sebanyak tiga kali, dan tetap menjalani karantina selama delapan hari. http://bit.ly/398nqgQ;positive
"@setkabgoid @jokowi -Distribusi vaksin,sesuai
kbutuhan Daerah2
-Pelaksanaan Vaksinasi di Daerah2 RI

3.Masy RI slal… https://t.co/wBvUmxiPea";"-Distribusi vaksin,sesuai
kbutuhan Daerah2
-Pelaksanaan Vaksinasi di Daerah2 RI

3.Masy RI slalu Disiplin 
Prokes 5M.
Jangan kendor,abai Prokes.
Pandemi Belum Usai

4.Kapasitas Vaksinasi
smg bisa 2Juta-2,5Juta,
stiap Hari.
Untuk Percepatan Herd
Immunity

Pandemi
SMG Makin Mereda.";negative
@akusonia Selamat siang kak @akusonia . Dpt kami informasikan bahwa utk penerbangan menuju Nusa Tenggara Timur  utk… https://t.co/49w7ZPl1du;"Selamat siang kak 
@akusonia
 . Dpt kami informasikan bahwa utk penerbangan menuju Nusa Tenggara Timur  utk saat ini wajib melampirkan sertifikat vaksin dan melampirkan hasil PCR Test dengan masa berlaku 2x24 jam atau Rapid Test Antigen dengan masa berlaku 1x24 jam. (1).";positive
"Kapolres Lampung Timur dan Kasdim 0429/Lamtim mengikuti vicon VAKSIN SERENTAK bersama PANGLIMA TNI &amp; KAPOLRI di GER… https://t.co/dnRGoDftqf";"Kapolres Lampung Timur dan Kasdim 0429/Lamtim mengikuti vicon VAKSIN SERENTAK bersama PANGLIMA TNI & KAPOLRI di GERAI VAKSIN PUSKESMAS BATANGHARI
#vaksinasimerdeka
#covid19
#vaksinserentak
@divisihumaspolri
@humas_poldalampung";negative
woahh esok amik vaksin, tak sabar huhu😆😭;;negative
@tubirfess Vet buat cek kesehatan secara keseluruhan. Umur 2 bulan asal sehat bisa grooming. Kalau sudah umur 8 min… https://t.co/aej5tVr8ex;Vet buat cek kesehatan secara keseluruhan. Umur 2 bulan asal sehat bisa grooming. Kalau sudah umur 8 minggu bisa vaksin. Jangan dikandang berjam-jam, kl gamau dia keluar rumah bisa di dalem rumah tp tidak di kandang.;neutral
@agakbete Setiap vaksin pasti jarumnya diriku liatin dari awal buka plastik sampai disuntik wkwk;;positive
Serumah sakit semua. Badan anget, bapil dan perut sakit semua. Ada tiga orang minor. Satu minor ternyata positive c… https://t.co/iVWGxmHNxl;Serumah sakit semua. Badan anget, bapil dan perut sakit semua. Ada tiga orang minor. Satu minor ternyata positive corona. Kita yang adult dan udah fully vaccinated, meskipun sakit tapi sampe sekarang negative. Luar biasa kekuatan vaksin tuh🙏🏻;neutral
besok vaksin kedua 😉 https://t.co/nGfi2ev6gj;Ada rencana apa besok?;negative
Unit Udara Jabatan Bomba dan Penyelamat Malaysia (JBPM) yang berpangkalan di Miri menjalankan operasi membawa vaksi… https://t.co/VeSenBUSIL;"Unit Udara Jabatan Bomba dan Penyelamat Malaysia (JBPM) yang berpangkalan di Miri menjalankan operasi membawa vaksin jenis Pfizer dari Hospital Queen Elizabeth, Kota Kinabalu, Sabah ke Pusat Farmasi Bahagian Miri dan Pusat Farmasi Bahagian Sibu, hari ini.
https://utusanborneo.com.my/2021/09/22/bomba-bantu-terbangkan-vaksin-ke-miri-dan-sibu";positive
asal semua laki yang datang vaksin , sumpah scary kalau treasure takpe lah jugak ya Allah nervous gila 😭😭;;negative
@tubirfess Kalo sehat dan dinyatakan aman buat vaksin, sekalian aja vaksin kucingnya;;neutral
@icepwrincess Saya pun ambik vaksin esok;;neutral
Korang taknak vaksin? Boleh pindah duduk Korea kalau gitu. Korea Utara pun camni juga ke? https://t.co/UwjXzgsuQI;;positive
@ch0cocopie HAHAHAHAH klau nk cute kene cpt ii vaksin😝🤣;;negative
@nanazzzhh ak udh vaksin;;neutral
Ni mesti kes bawah umur lepastu takde sapa nak tangkapkan gambar amik vaksin nanti https://t.co/whoA5w0VsZ;vaccine vaccine jelah takpayah tunjuk tunjuk 😐😐😐😐😐;neutral
Kemaren sombong vaksin pertama gak ada efek, ternyata vaksin kedua ketampar -3-;;positive
Capaian Vaksin Covid-19 di Sumsel Baru 25,06 Persen, Pasokan Terbatas Animo Masyarakat Tinggi;;positive
@FebyDewiL Silakan kunjungi tautan https://t.co/tKri1Zm8qD untuk melihat kuota vaksin di lokasi sesuai yang disaran… https://t.co/HRraAkgaNg;Silakan kunjungi tautan https://corona.jakarta.go.id/id/kuota-vaksinasi-jaki untuk melihat kuota vaksin di lokasi sesuai yang disarankan atau lokasi lain yang masih tersedia. (2/2);negative
"Kapolres Lampung Timur dan Kasdim 0429/Lamtim mengikuti vicon VAKSIN SERENTAK bersama PANGLIMA TNI &amp; KAPOLRI di GER… https://t.co/GdR7byGqDD";"Kapolres Lampung Timur dan Kasdim 0429/Lamtim mengikuti vicon VAKSIN SERENTAK bersama PANGLIMA TNI & KAPOLRI di GERAI VAKSIN PUSKESMAS BATANGHARI
#vaksinasimerdeka
#covid19
#vaksinserentak
@divisihumaspolri
@humas_poldalampung";neutral
@QaillaAsyiqah @Doel15806331 Kirain demo nolak vaksin ternyata minta pemerataan vaksin😄;;neutral
Bioskop tetap lebih aman dan terukur risikonya daripada kebanyakan tempat lain. Waktu masa reopening pertama saya s… https://t.co/uznh0zzmuw;Bioskop tetap lebih aman dan terukur risikonya daripada kebanyakan tempat lain. Waktu masa reopening pertama saya sekitar 10 kali ke bioskop, bahkan sejak sebelum vaksin.;positive
@FebyDewiL Anda wajib mendaftar ulang vaksinasi kedua melalui Aplikasi JAKI dengan memilih tanggal hingga H+3 dari… https://t.co/glB6oKR9IE;Anda wajib mendaftar ulang vaksinasi kedua melalui Aplikasi JAKI dengan memilih tanggal hingga H+3 dari jadwal yang telah ditentukan di kartu vaksin Anda. (1/2);positive
@morkminist eh tp kalo ada backup mah santuyy🤤 transport kalo udh vaksin gampangg, sejuta anggepan buat sendiri mah… https://t.co/BZXPs06RuR;eh tp kalo ada backup mah santuyy🤤 transport kalo udh vaksin gampangg, sejuta anggepan buat sendiri mah bisa aja asal ga laper mata.......;neutral
Info vaksin astra dosis 1 di area jakbar dong geezzzzz;;neutral
@strwberriescgrt terus pas kamu vaksin gitu, nakesnya nyuruh kamu apa?;;negative
nak vaksin jugaaa 😭😭😭;;positive
Gpp lah kalo ada aturan supporter masuk stadion harus vaksin 2x + antigen;;neutral
Polres Sukoharjo Siapkan 35 Ribu Dosis Vaksin, Sasar Masyarakat di Pedesaan - Humas Polri https://t.co/KJYz46ylPS… https://t.co/HvBeyIYEVs;"Polres Sukoharjo Siapkan 35 Ribu Dosis Vaksin, Sasar Masyarakat di Pedesaan - Humas Polri https://humas.polri.go.id/2021/09/22/polres-sukoharjo-siapkan-35-ribu-dosis-vaksin-sasar-masyarakat-di-pedesaan/
#Sukoharjo #SukoharjoMakmur #BeritaSukoharjo";positive
"INFO ON WHEELS (IOW) PELAN PEMULIHAN NEGARA FASA 3 2021/ VAKSIN COVID &amp; PEMBUDAYAAN NORMA BAHARU DAERAH KUALA TEREN… https://t.co/5gdyrvJrgD";;positive
Berdasarkan hasil survei Katadata Insight Center (KIC), Kawal Covid-19, dan https://t.co/MmSEtkdaZs, masih ada 12,8… https://t.co/vy4Ra86zQk;Berdasarkan hasil survei Katadata Insight Center (KIC), Kawal Covid-19, dan http://Change.org, masih ada 12,8% responden yang merasa tak puas dalam proses pemberian vaksin Covis-19.;neutral
mau vaksin kedua https://t.co/hPNnqFAu2n;Ada rencana apa besok?;positive
sp yg udah vaksin;;neutral
@WAYTOTHEClTY Istirahat ya sayang, vaksin dosis pertama sakit bgt sampe aku pingsan 😭😭😭;;positive
@dimas_cs wkwkwkwk canda. gw baru vaksin dosis pertama. bulan depan baru dapet dosis kedua;;positive
Yeyyy yangyang udah vaksin;;positive
Polsek Pandih Batu Cek Dan Kontrol Penyimpanan Vaksin Di Puskesmas Pangkoh. https://t.co/3lRXx1DCGS;;positive
"@AmsyarAlaau @bayaseh143 Polis yang positif dadah pon tak kena buang inikan pula cikgu yang tak vaksin 

Oh negaraku 🤦‍♂️";;positive
bismillah , vaksin check 🙇🏻‍♀️;;positive
@yourfaviecrime aku juga abis vaksin kedua terus langsung flu, abis itu gak bisa nyium bau sampe sekarang... vaksin… https://t.co/8ESeA0mjvQ;aku juga abis vaksin kedua terus langsung flu, abis itu gak bisa nyium bau sampe sekarang... vaksinnya sih seminggu lalu. tapi flu sama gabisa nyiumnya baru 4 hari. kalo samar masih ending, aku beneran gabisa nyium bau samsek...;neutral
Hari ini yangyang vaksin.. trus aku juga vaksin.. kok bisa siih?? Jangan2.....;;positive
"@Tuti45931006 @FSentosa12 Astaghfirullah...
Untung anak""ku yg sudah pada bujang ajj Mak sudah larang jangan vaksin.… https://t.co/YnQ89fIwRx";"Astaghfirullah...
Untung anak""ku yg sudah pada bujang ajj Mak sudah larang jangan vaksin.. Alhamdulillah pada manut ...
Ya Allah...gini amat negeri ku";neutral
@mystiqcake aku pas vaksin satu ga enak badan doang. pas vaksin dua pusing, ga enak badan, klo bediri kleyengan tpi… https://t.co/Yzbbaxo6Xe;aku pas vaksin satu ga enak badan doang. pas vaksin dua pusing, ga enak badan, klo bediri kleyengan tpi klo tangan lebih pegel vaksin satu si🧐;negative
@dickysenda Masih bang. Wajib PCR max 2x24 jam walaupun sudah vaksin 2x..;;neutral
@WAYTOTHEClTY aku juga kemaren baru vaksin kedua, pgn makan terus rasanya 😩;;negative
@amrr_ridz Kau tak vaksin pon kau mmg slalu lapar bob;;negative
"alhamdulillah aku sudah vaksinasi penuh :')
gada pr lagi deh ^^

kalian yang belum vaksin, ayo vaksin :D";;neutral
@charlezxavier vaksin pertama dlu boleh ga si yaallah ya rab;;neutral
besok vaksin kedua;;neutral
"HAH ANJG GW KIRA VAKSIN NYA LUSA ATAU RABU?&amp;(&amp;;$ TERNYATA BESOK ANJGG pdhl baru aja di kasih form...";;positive
ya allah cape bgt ngurusin vaksin;;positive
"INFO ON WHEELS (IOW) PELAN PEMULIHAN NEGARA FASA 3 2021/ VAKSIN COVID &amp; PEMBUDAYAAN NORMA BAHARU DAERAH BESUT

Parl… https://t.co/MYk1FzSLmT";"INFO ON WHEELS (IOW) PELAN PEMULIHAN NEGARA FASA 3 2021/ VAKSIN COVID & PEMBUDAYAAN NORMA BAHARU DAERAH BESUT

Parlimen : P.033 Besut
DUN : N.02 Kota Putera
Tarikh: 22.09.2021 (Rabu)
Masa: 2.00-4.00 petang";neutral
India juga mengesahkan penggunaan vaksin ZyCov-D buatan Cadila Healthcare. https://t.co/ruPVBAyOZb;;neutral
Tadi aku vaksin ke-2, pas disuntik berdarah🙂;;positive
Kapten Cpm Sayana Komandan Koramil 06/Gondang bersama Pasi 1 intel Kodim 0725 Sragen Gondang melaksanakan Komsos da… https://t.co/iDsFzp1MSc;Kapten Cpm Sayana Komandan Koramil 06/Gondang bersama Pasi 1 intel Kodim 0725 Sragen Gondang melaksanakan Komsos dalam rangka koordinasi Vaksin Dosis 1, yang akan Di laksanakan pada hari Senin, 27/9/2021 bertempat di  BUMDES Desa Kaliwedi  Kecamatan Gondang, Kabupaten Sragen.;negative
kukira tanganku bengkak abis vaksin, ternyata emg gendutan aja😭;;positive
@Sambeltomatt Ayo vaksin;;neutral
"Kuliah Tatap Muka di UMK Diprioritaskan Bagi yang Sudah Vaksin

Selengkapnya Klik Tautan Berikut ini. 
#Kudus… https://t.co/UVtR2p5FGV";"Kuliah Tatap Muka di UMK Diprioritaskan Bagi yang Sudah Vaksin

Selengkapnya Klik Tautan Berikut ini. 
#Kudus #Kuliah #PTM #Mahasiswa #UMK
";positive
we bekas suntikan vaksin kok sakit ya;;neutral
Vaksin tahap 2 tidak ngefek seperti yg awal,wes tuntas vaksin mugo aku,kowe kowe podo sehat kabeh✊;;neutral
@AlMubarockal @whatisrewina nek efek sampinge ngono kudune aku vaksin seko awal tahun wae 😅;;neutral
Ayo vaksin https://t.co/xskOfuCa65;"Masyarakat Jawa Tengah kini mendapatkan giliran vaksin, mulai dari warga hingga pelajar.
#SukseskanVaksinasiJawaTengah
#IndonesiaSehatIndonesiaHebat";neutral
"Akhirnya legal juga wkwkwk
Tinggal tunggu jadwal vaksin
😗😗😗 https://t.co/pKYc3YpxEc";"Akhirnya legal juga wkwkwk
Tinggal tunggu jadwal vaksin
😗😗😗";positive
@muchdreamsy Bntr vaksin ku baru dosis satu;;positive
@yseohui96 @Banjarnegara__ Bisa menunjukkan sertifikat vaksin dengan peduli lindungi;;negative
@oksit0sin Boro boro perbaiki sertifikat. Status aja masih belum vaksin padahal udah dua minggu lebih vaksin😂😂;;neutral
habis vaksin bole olahraga gak sie???;;negative
"Besok mau vaksin... Knp deg"" an y? :(";;neutral
@aliikhsan_407 @tirta_cipeng @arifbsantoso @PBIDI @AdamPrabata Mungkin kalo kasi info nya tanpa sebut merk lebih et… https://t.co/Ks09CZJmxH;Mungkin kalo kasi info nya tanpa sebut merk lebih etis, sebutin aja vaksin dgn kandungan bla bla ternyata ampuh utk bla bla bla... penelitian ini adalah hasil riset bla bla bla, nah biar pembaca yg cari tau merk ny apa, jgn2 hasil penelitian ny bs dipake kompetitor kan... haha;neutral
